Cluster,Gene,PCT 1,PCT 2,PCT Ratio,p value,Average Log2FC
PVT-3,Gm16068,0.196,0.102,1.921568627,0.048791131,0.982047755
PVT-4,Prdm5,0.196,0.102,1.921568627,0.001457744,0.973205397
PVT-3,Elovl5,0.638,0.332,1.921686747,4.97E-30,1.516125939
PVT-2,Ell2,0.502,0.261,1.923371648,1.32E-58,1.473444954
PVT-3,Gm11417,0.57,0.296,1.925675676,1.24E-18,1.175254967
PVT-1,Tmem114,0.158,0.082,1.926829268,1.33E-07,0.981394828
PVT-4,Traf3,0.264,0.137,1.927007299,1.71E-06,0.978619684
PVT-4,Isyna1,0.16,0.083,1.927710843,0.017305483,1.111152186
PVT-4,Ubash3b,0.16,0.083,1.927710843,0.030437204,1.017080295
PVT-2,Rhoj,0.081,0.042,1.928571429,0.00876713,1.179473389
PVT-2,Sema5b,0.664,0.344,1.930232558,2.95E-91,1.384424695
PVT-2,Gm44129,0.083,0.043,1.930232558,0.017640355,0.954097109
PVT-1,Cfap61,0.39,0.202,1.930693069,1.26E-26,0.897093238
PVT-1,Gfpt2,0.199,0.103,1.932038835,1.84E-10,0.984016171
PVT-4,Ryr2,0.57,0.295,1.93220339,5.33E-24,0.95822472
PVT-5,Ndst4,0.406,0.21,1.933333333,3.78E-07,0.785455637
PVT-1,Mboat1,0.439,0.227,1.933920705,7.03E-34,0.974578594
PVT-3,Dhx37,0.242,0.125,1.936,0.002126655,0.95620775
PVT-1,Rab3b,0.469,0.242,1.938016529,4.00E-37,0.927091079
PVT-4,Adamts3,0.355,0.183,1.93989071,3.76E-11,1.101860416
PVT-1,Ppef1,0.107,0.055,1.945454545,0.000597004,0.960538194
PVT-3,Fndc1,0.253,0.13,1.946153846,0.000617811,1.069208238
PVT-5,Cnksr3,0.547,0.281,1.946619217,2.94E-13,1.074940046
PVT-3,Gm48091,0.608,0.312,1.948717949,5.89E-22,1.301068984
PVT-3,Sox11,0.472,0.242,1.950413223,1.68E-13,1.166641936
PVT-2,Adcyap1,0.086,0.044,1.954545455,0.007290736,1.019404549
PVT-3,Brms1,0.219,0.112,1.955357143,0.003005942,1.143577886
PVT-1,Gm15527,0.133,0.068,1.955882353,9.21E-06,0.937321849
PVT-4,Gm13481,0.19,0.097,1.958762887,0.000947497,1.028708716
PVT-3,Tmem255a,0.592,0.302,1.960264901,3.11E-20,1.170163335
PVT-3,Hcrtr2,0.347,0.177,1.960451977,7.47E-08,1.147726222
PVT-1,Gm10248,0.1,0.051,1.960784314,0.001092317,0.928388724
PVT-3,Gm12925,0.238,0.121,1.966942149,0.000868013,0.985385121
PVT-1,BC028471,0.246,0.125,1.968,9.81E-15,0.953263393
PVT-3,Gm49890,0.189,0.096,1.96875,0.031771827,1.015728562
PVT-3,Uchl4,0.219,0.111,1.972972973,0.004798029,0.900141688
PVT-1,Gm34299,0.079,0.04,1.975,0.023834185,1.11080467
PVT-2,Gm12296,0.17,0.086,1.976744186,3.03E-10,1.206766958
PVT-2,Col27a1,0.093,0.047,1.978723404,0.000398428,1.532408814
PVT-1,Gpr4,0.101,0.051,1.980392157,0.000750737,1.007878407
PVT-3,Spg21,0.204,0.103,1.980582524,0.007500431,1.067932833
PVT-5,Synpr,0.651,0.327,1.990825688,2.01E-23,1.49428821
PVT-4,Ston2,0.281,0.141,1.992907801,2.05E-08,1.106739279
PVT-4,Parm1,0.333,0.167,1.994011976,1.21E-11,1.257532293
PVT-3,Fam78b,0.611,0.306,1.996732026,1.08E-29,1.715309381
PVT-1,Htr1b,0.114,0.057,2,4.41E-05,0.957462552
PVT-1,Dydc2,0.078,0.039,2,0.022151779,0.860261208
PVT-3,Dpyd,0.74,0.37,2,3.02E-35,1.341145643
PVT-3,Rasal1,0.596,0.298,2,1.63E-19,1.082433169
PVT-3,Stn1,0.204,0.102,2,0.006626701,1.075332745
PVT-4,Gpx3,0.16,0.08,2,0.007847959,1.002191089
PVT-4,Nrp2,0.347,0.173,2.005780347,1.50E-10,0.844414569
PVT-3,Triqk,0.291,0.145,2.006896552,3.14E-06,1.066883982
PVT-3,Gm45341,0.657,0.327,2.009174312,1.72E-33,1.624060173
PVT-3,Tcte2,0.219,0.109,2.009174312,0.001350359,1.10738903
PVT-5,Rgs16,0.354,0.176,2.011363636,2.84E-06,1.001275405
PVT-4,Ccnd2,0.35,0.174,2.011494253,3.59E-13,1.254657624
PVT-3,Kcnk2,0.509,0.253,2.011857708,4.39E-17,1.256109539
PVT-2,Tafa2,0.872,0.433,2.013856813,5.00E-247,2.55541625
PVT-3,Flt3l,0.204,0.101,2.01980198,0.004547271,1.056498564
PVT-3,Pcsk6,0.604,0.299,2.02006689,1.84E-25,1.644292026
PVT-2,Itga6,0.097,0.048,2.020833333,8.55E-05,1.396091678
PVT-1,Gm35501,0.093,0.046,2.02173913,0.000981307,1.020732976
PVT-3,Tnfsf13b,0.279,0.138,2.02173913,6.94E-06,1.093218129
PVT-2,Myo18b,0.089,0.044,2.022727273,0.001168697,1.163876534
PVT-4,Frmpd3,0.16,0.079,2.025316456,0.002540858,1.235208096
PVT-2,Cdk6,0.158,0.078,2.025641026,9.24E-10,1.179102034
PVT-2,Dab2,0.077,0.038,2.026315789,0.008365317,1.117666738
PVT-4,Spata1,0.154,0.076,2.026315789,0.003792457,1.379298743
PVT-2,Hr,0.073,0.036,2.027777778,0.012237546,1.030610003
PVT-2,Abca8b,0.071,0.035,2.028571429,0.01716465,1.225562286
PVT-3,Cfap300,0.547,0.269,2.033457249,1.18E-20,1.318845294
PVT-3,Gm15558,0.181,0.089,2.033707865,0.021686673,1.054611455
PVT-2,Colec12,0.23,0.113,2.03539823,5.06E-17,1.18521381
PVT-2,Rnf152,0.44,0.216,2.037037037,5.75E-50,1.442903379
PVT-3,Csgalnact1,0.706,0.346,2.040462428,8.51E-44,1.854734873
PVT-3,Gsg1l,0.547,0.268,2.041044776,1.09E-19,1.217625329
PVT-3,Lhpp,0.245,0.12,2.041666667,6.82E-05,1.155208323
PVT-4,Mpp3,0.284,0.139,2.043165468,1.39E-09,1.219798935
PVT-2,Col8a1,0.378,0.185,2.043243243,2.14E-36,1.259164896
PVT-4,Stk33,0.231,0.113,2.044247788,2.09E-06,1.009817326
PVT-1,Gm5914,0.092,0.045,2.044444444,0.000909422,1.032510144
PVT-3,Itpr2,0.215,0.105,2.047619048,0.001088052,1.020459645
PVT-3,B3galt5,0.396,0.193,2.051813472,5.13E-11,1.111166297
PVT-3,Gm20149,0.226,0.11,2.054545455,0.000245649,1.128795604
PVT-4,Npy2r,0.185,0.09,2.055555556,0.000204561,1.124966948
PVT-1,Cldn34c1,0.177,0.086,2.058139535,1.53E-10,0.969611387
PVT-4,Zim1,0.204,0.099,2.060606061,4.00E-05,1.013961226
PVT-3,Rin2,0.332,0.161,2.062111801,7.79E-09,1.186327534
PVT-2,Gm2350,0.066,0.032,2.0625,0.035191183,1.098655391
PVT-3,Mns1,0.196,0.095,2.063157895,0.003123,1.154147128
PVT-3,Ankrd54,0.196,0.095,2.063157895,0.00383214,1.100013691
PVT-3,Gas7,0.423,0.205,2.063414634,4.97E-14,1.468495372
PVT-3,Nlrc3,0.26,0.126,2.063492063,1.32E-05,1.10059766
PVT-2,Fzd6,0.064,0.031,2.064516129,0.02707767,1.122974021
PVT-3,Gm15834,0.279,0.135,2.066666667,1.93E-06,1.133085513
PVT-3,Prdm5,0.215,0.104,2.067307692,0.000336015,1.258683483
PVT-3,Wscd2,0.574,0.277,2.072202166,1.25E-23,1.347844817
PVT-4,Apobec4,0.193,0.093,2.075268817,4.27E-05,1.147890754
PVT-3,Sp3os,0.245,0.118,2.076271186,5.55E-05,1.039976108
PVT-2,Arhgap15,0.131,0.063,2.079365079,5.10E-08,1.25352569
PVT-3,Speg,0.562,0.27,2.081481481,3.22E-22,1.2729061
PVT-3,Asl,0.177,0.085,2.082352941,0.010788614,1.080787175
PVT-1,Ankdd1a,0.071,0.034,2.088235294,0.031475734,0.984823016
PVT-4,Gzmk,0.163,0.078,2.08974359,0.001431456,1.083783513
PVT-4,Megf6,0.182,0.087,2.091954023,7.47E-05,1.252841771
PVT-2,Gm13944,0.136,0.065,2.092307692,6.71E-09,1.262679947
PVT-3,Ksr1,0.498,0.238,2.092436975,1.59E-18,1.244968981
PVT-1,Mpp3,0.243,0.116,2.094827586,1.55E-17,1.050888673
PVT-5,Slc7a11,0.264,0.126,2.095238095,8.04E-05,1.141618481
PVT-3,Cplx2,0.306,0.146,2.095890411,1.04E-07,1.109332255
PVT-3,Gm45321,0.77,0.367,2.098092643,2.73E-56,2.196304441
PVT-2,Dpf3,0.084,0.04,2.1,0.000391835,1.343767889
PVT-3,Greb1l,0.679,0.323,2.102167183,8.54E-36,1.52471973
PVT-5,Ccdc88c,0.349,0.166,2.102409639,3.32E-08,1.344317458
PVT-3,Gnasas1,0.181,0.086,2.104651163,0.005263293,1.166933283
PVT-3,Plekhg5,0.426,0.202,2.108910891,2.33E-14,1.237108577
PVT-2,Kcnmb2,0.866,0.41,2.112195122,1.98E-201,1.888225694
PVT-3,Traip,0.634,0.3,2.113333333,1.33E-35,1.888377755
PVT-4,Ankfn1,0.201,0.095,2.115789474,1.26E-06,1.789130425
PVT-4,Caln1,0.76,0.359,2.116991643,3.35E-57,1.494408723
PVT-3,Fgd3,0.415,0.196,2.117346939,8.13E-13,1.13180596
PVT-2,Epn3,0.072,0.034,2.117647059,0.006374829,1.102101046
PVT-2,Skap1,0.21,0.099,2.121212121,2.12E-17,1.537366164
PVT-2,Fam163a,0.104,0.049,2.12244898,6.28E-06,1.423244955
PVT-1,Gfra1,0.463,0.218,2.123853211,5.35E-46,1.150790709
PVT-1,Gm48370,0.117,0.055,2.127272727,1.55E-06,1.132747222
PVT-2,Gm27151,0.1,0.047,2.127659574,1.30E-05,1.203894017
PVT-2,Arhgef5,0.213,0.1,2.13,3.67E-17,1.197228077
PVT-4,Me3,0.512,0.24,2.133333333,5.78E-27,1.319581399
PVT-3,Dchs2,0.645,0.302,2.135761589,3.85E-30,1.326748663
PVT-1,Frmpd2,0.287,0.134,2.141791045,8.62E-24,1.144070216
PVT-2,Frem3,0.178,0.083,2.144578313,2.03E-13,1.177945256
PVT-1,Dsg2,0.088,0.041,2.146341463,0.000554818,1.085930001
PVT-3,Alk,0.249,0.116,2.146551724,3.50E-06,1.518712581
PVT-5,Lncenc1,0.198,0.092,2.152173913,0.024819749,0.843978011
PVT-3,Vegfc,0.381,0.177,2.152542373,4.96E-12,1.199789794
PVT-3,Slc16a6,0.502,0.233,2.154506438,4.50E-20,1.308327875
PVT-2,P3h2,0.153,0.071,2.154929577,2.16E-11,1.405833164
PVT-2,Utrn,0.835,0.387,2.157622739,1.52E-197,1.870745859
PVT-4,Yap1,0.149,0.069,2.15942029,0.001014303,1.231625285
PVT-3,Gmip,0.238,0.11,2.163636364,1.42E-05,1.126497853
PVT-5,Col26a1,0.41,0.189,2.169312169,8.45E-12,1.435382867
PVT-2,Wif1,0.128,0.059,2.169491525,8.35E-09,1.326065887
PVT-2,Akain1,0.076,0.035,2.171428571,0.001338987,1.165601215
PVT-2,Hpse2,0.074,0.034,2.176470588,0.000970523,2.305888005
PVT-4,Rab3b,0.601,0.276,2.177536232,5.69E-40,1.669965516
PVT-5,Scube2,0.566,0.259,2.185328185,1.00E-17,1.154703181
PVT-1,Mtnr1a,0.376,0.172,2.186046512,1.80E-34,1.06173911
PVT-3,Gm26807,0.151,0.069,2.188405797,0.019714059,1.21123632
PVT-2,Plekhd1,0.219,0.1,2.19,3.10E-19,1.335216947
PVT-3,Sord,0.23,0.105,2.19047619,1.11E-05,1.215049143
PVT-3,Gm16036,0.287,0.131,2.190839695,1.08E-08,1.384905131
PVT-3,Gm12120,0.204,0.093,2.193548387,0.00015749,1.19721585
PVT-2,Gsg1l,0.404,0.184,2.195652174,1.24E-45,1.298028635
PVT-3,Cnn3,0.211,0.096,2.197916667,5.49E-05,1.187461282
PVT-2,Bmp6,0.266,0.121,2.198347107,2.26E-25,1.302639197
PVT-5,Eda,0.486,0.221,2.199095023,4.94E-15,1.257670613
PVT-4,Adamts2,0.295,0.134,2.201492537,1.04E-12,1.386008222
PVT-2,Rcsd1,0.174,0.079,2.202531646,3.29E-14,1.347760958
PVT-1,Hoga1,0.291,0.132,2.204545455,2.87E-26,1.256409992
PVT-2,Syt2,0.086,0.039,2.205128205,4.56E-05,2.10811937
PVT-3,Kcnip2,0.408,0.185,2.205405405,7.72E-15,1.289865138
PVT-2,Pdzd2,0.3,0.136,2.205882353,9.83E-31,1.448922635
PVT-4,Cdr2,0.245,0.111,2.207207207,2.53E-09,1.219110913
PVT-3,Gm9984,0.226,0.102,2.215686275,6.05E-06,1.249143642
PVT-1,Hydin,0.102,0.046,2.217391304,1.04E-05,0.99775419
PVT-3,Stac,0.306,0.138,2.217391304,6.34E-10,1.437740662
PVT-4,AW551984,0.342,0.154,2.220779221,1.98E-15,1.237268967
PVT-2,Sema3e,0.478,0.215,2.223255814,4.06E-72,1.827864698
PVT-1,Gm45904,0.278,0.125,2.224,1.57E-24,1.18544888
PVT-3,Aldh1l2,0.158,0.071,2.225352113,0.005589045,1.17332523
PVT-1,Nkd2,0.123,0.055,2.236363636,4.54E-08,0.993200703
PVT-3,Lrig1,0.208,0.093,2.23655914,0.000112353,1.101586454
PVT-3,Zim1,0.226,0.101,2.237623762,4.74E-06,1.275218362
PVT-5,Thbs3,0.175,0.078,2.243589744,0.013355921,1.315383995
PVT-3,Lama3,0.642,0.286,2.244755245,1.56E-40,1.787195335
PVT-4,Bace2,0.146,0.065,2.246153846,0.000336169,1.177879713
PVT-3,Map3k14,0.328,0.146,2.246575342,2.30E-11,1.407475716
PVT-3,Wfs1,0.189,0.084,2.25,0.000331938,1.174778461
PVT-3,Nhs,0.498,0.221,2.253393665,2.66E-22,1.461761723
PVT-3,Sox2,0.185,0.082,2.256097561,0.000328891,1.241609969
PVT-4,Glis3,0.342,0.151,2.264900662,3.74E-14,-0.13778183
PVT-3,Gm17066,0.136,0.06,2.266666667,0.034820905,1.278135845
PVT-2,Col24a1,0.059,0.026,2.269230769,0.019455314,1.686655602
PVT-2,Fzd10os,0.143,0.063,2.26984127,2.41E-11,1.277535993
PVT-4,Sipa1,0.143,0.063,2.26984127,0.000274345,1.229810802
PVT-4,Lamb1,0.193,0.085,2.270588235,5.92E-07,1.242194526
PVT-4,Pbx3,0.507,0.223,2.273542601,3.23E-35,1.623797264
PVT-2,Cped1,0.141,0.062,2.274193548,3.57E-11,1.45093285
PVT-3,Gm35823,0.189,0.083,2.277108434,0.000128513,1.283604058
PVT-4,Dpyd,0.802,0.352,2.278409091,7.68E-92,2.283708899
PVT-1,Gfra2,0.098,0.043,2.279069767,4.43E-06,1.229124637
PVT-3,Tes,0.26,0.114,2.280701754,3.69E-08,1.334719374
PVT-1,Slc30a3,0.411,0.18,2.283333333,4.34E-43,1.169852238
PVT-4,Pdzrn3,0.281,0.123,2.284552846,7.98E-13,1.369864871
PVT-3,Gm5089.1,0.192,0.084,2.285714286,7.18E-05,1.266547871
PVT-4,Tctex1d1,0.135,0.059,2.288135593,0.000745767,1.146676213
PVT-1,Lpar1,0.378,0.165,2.290909091,1.09E-39,1.198772324
PVT-2,BC035947,0.101,0.044,2.295454545,1.94E-07,1.484611826
PVT-3,Gm10848,0.54,0.235,2.29787234,3.82E-28,1.61588669
PVT-4,Adamts18,0.253,0.11,2.3,3.23E-11,1.327855125
PVT-5,Spon1,0.896,0.389,2.303341902,6.57E-75,2.307536558
PVT-2,Pde3a,0.387,0.168,2.303571429,5.43E-49,1.571448729
PVT-1,Gckr,0.346,0.15,2.306666667,6.43E-36,1.300357501
PVT-3,Ccdc151,0.155,0.067,2.313432836,0.003010775,1.220207493
PVT-3,Fbxl7,0.426,0.184,2.315217391,2.26E-20,1.729312633
PVT-3,Eda,0.498,0.215,2.31627907,5.39E-24,1.629696672
PVT-3,Gm2516,0.679,0.293,2.317406143,3.40E-44,1.893219675
PVT-3,Rgs22,0.174,0.075,2.32,0.000257239,1.376539549
PVT-2,Grin2c,0.13,0.056,2.321428571,1.02E-10,1.447372183
PVT-3,Sema3f,0.23,0.099,2.323232323,7.83E-07,1.252925283
PVT-2,Smtn,0.158,0.068,2.323529412,4.37E-14,1.424431017
PVT-1,Gm12514,0.114,0.049,2.326530612,3.77E-08,1.237861406
PVT-3,Iqub,0.128,0.055,2.327272727,0.031817933,1.320364081
PVT-3,Efnb3,0.347,0.149,2.32885906,3.82E-13,1.298799799
PVT-2,Tex47,0.098,0.042,2.333333333,4.21E-07,1.307304959
PVT-4,Ngef,0.154,0.066,2.333333333,2.09E-05,1.361112254
PVT-5,Cox6a2,0.231,0.099,2.333333333,6.69E-05,1.054256696
PVT-1,Dlk1,0.089,0.038,2.342105263,1.66E-05,0.910506019
PVT-2,Cwh43,0.232,0.099,2.343434343,2.21E-24,1.530718777
PVT-3,Gm12002,0.487,0.207,2.352657005,2.72E-24,1.658196256
PVT-2,Adgra2,0.16,0.068,2.352941176,1.53E-14,1.360885441
PVT-4,Mpp4,0.113,0.048,2.354166667,0.006478867,1.226846562
PVT-1,Gzmk,0.146,0.062,2.35483871,6.82E-12,1.232906277
PVT-4,Rbm11,0.146,0.062,2.35483871,7.38E-05,1.289569804
PVT-5,Marcksl1,0.146,0.062,2.35483871,0.034258703,1.26430981
PVT-5,Pkib,0.316,0.134,2.358208955,1.83E-09,1.370798245
PVT-3,Gm49191,0.125,0.053,2.358490566,0.028934289,1.282523163
PVT-4,Gm47658,0.118,0.05,2.36,0.002411175,1.226846562
PVT-3,Polm,0.17,0.072,2.361111111,0.000294741,1.323664185
PVT-5,Slc38a11,0.307,0.13,2.361538462,1.68E-08,1.266799362
PVT-4,Fibcd1,0.163,0.069,2.362318841,8.08E-06,1.241570658
PVT-2,Tafa4,0.494,0.209,2.363636364,1.20E-77,1.734616437
PVT-5,Skap2,0.156,0.066,2.363636364,0.01791105,1.251253658
PVT-3,Prex1,0.253,0.107,2.364485981,6.32E-09,1.467885825
PVT-5,Drd3,0.476,0.201,2.368159204,9.28E-19,1.519496354
PVT-5,Tiam2,0.415,0.175,2.371428571,6.57E-14,1.235045216
PVT-3,Gm33696,0.37,0.156,2.371794872,6.93E-16,1.446340521
PVT-2,Tmem178,0.076,0.032,2.375,3.50E-05,1.456373909
PVT-1,Tacr1,0.107,0.045,2.377777778,4.74E-08,1.371584109
PVT-2,Dnah9,0.107,0.045,2.377777778,3.15E-08,1.443717475
PVT-1,Fam205c,0.05,0.021,2.380952381,0.049466903,1.262807763
PVT-3,Gm15520,0.581,0.244,2.381147541,4.18E-35,1.757846191
PVT-4,Glra3,0.455,0.191,2.382198953,4.42E-29,1.477132475
PVT-3,Tctex1d1,0.143,0.06,2.383333333,0.003657973,1.251892943
PVT-3,Etnk2,0.242,0.101,2.396039604,1.84E-08,1.496182796
PVT-3,Gm10629,0.151,0.063,2.396825397,0.001242134,1.256363736
PVT-4,Igsf10,0.163,0.068,2.397058824,3.15E-06,1.38377264
PVT-3,Tor3a,0.132,0.055,2.4,0.00712775,1.34959265
PVT-3,Cep41,0.132,0.055,2.4,0.007236266,1.334719374
PVT-3,Syt10,0.755,0.314,2.404458599,1.51E-58,1.897335716
PVT-3,Drd3,0.475,0.197,2.411167513,7.18E-24,1.544798534
PVT-3,Kcnk13,0.328,0.136,2.411764706,6.46E-14,1.581209334
PVT-2,Gm39185,0.179,0.074,2.418918919,7.97E-18,1.44244507
PVT-2,Rasgrp2,0.121,0.05,2.42,3.06E-10,1.452633933
PVT-1,Pde6h,0.063,0.026,2.423076923,0.000985993,1.165946224
PVT-4,Nod2,0.165,0.068,2.426470588,9.13E-07,1.329657368
PVT-3,Dnah1,0.238,0.098,2.428571429,1.25E-08,1.486722467
PVT-2,Zfp36l1,0.073,0.03,2.433333333,6.09E-05,1.31533948
PVT-2,Adgrf2,0.151,0.062,2.435483871,1.00E-14,1.519291643
PVT-3,Gm26811,0.117,0.048,2.4375,0.022528714,1.369070879
PVT-3,Baiap3,0.558,0.228,2.447368421,2.47E-30,1.434255047
PVT-2,Zfp808,0.071,0.029,2.448275862,9.66E-05,1.406367515
PVT-3,Mylip,0.245,0.1,2.45,1.49E-09,1.610843779
PVT-4,Syt10,0.741,0.302,2.453642384,3.83E-63,1.451587048
PVT-5,Col5a1,0.189,0.077,2.454545455,0.000275446,1.330080506
PVT-1,Esr1,0.369,0.15,2.46,2.11E-43,1.323407774
PVT-3,Gm12930,0.291,0.118,2.466101695,3.41E-12,1.543246072
PVT-3,Fstl4,0.834,0.338,2.467455621,6.37E-84,2.47486013
PVT-1,Gm6213,0.079,0.032,2.46875,1.15E-05,1.389185049
PVT-3,Cnih3,0.215,0.087,2.471264368,1.76E-07,1.382385807
PVT-3,Prokr2,0.487,0.197,2.472081218,3.23E-26,1.520158379
PVT-2,Rnf144b,0.186,0.075,2.48,5.32E-20,1.583447222
PVT-2,Gcnt2,0.062,0.025,2.48,0.000502261,1.394004715
PVT-2,Kank4,0.062,0.025,2.48,0.000782083,1.362591763
PVT-2,Gm44167,0.062,0.025,2.48,0.000816247,1.306700562
PVT-2,Art3,0.062,0.025,2.48,0.001247877,1.437911854
PVT-3,Caln1,0.894,0.36,2.483333333,7.50E-97,2.245303402
PVT-3,Col15a1,0.174,0.07,2.485714286,3.63E-05,1.220548354
PVT-3,Gm43569,0.132,0.053,2.490566038,0.0024886,1.334719374
PVT-2,Fbln5,0.195,0.078,2.5,1.13E-20,1.343084471
PVT-3,Gm49876,0.245,0.098,2.5,2.18E-09,1.3684025
PVT-2,Pcsk1,0.188,0.075,2.506666667,4.89E-20,1.396033211
PVT-1,Lgals3,0.168,0.067,2.507462687,2.05E-16,1.385204394
PVT-2,Frmpd1,0.063,0.025,2.52,0.000583025,1.382208965
PVT-5,Sinhcaf,0.217,0.086,2.523255814,4.10E-06,1.351772652
PVT-3,Smad3,0.298,0.118,2.525423729,6.45E-13,1.425693034
PVT-3,Arhgef33,0.147,0.058,2.534482759,0.00024116,1.460250256
PVT-2,Gm28320,0.066,0.026,2.538461538,0.000232419,1.414452881
PVT-3,Gm17202,0.117,0.046,2.543478261,0.011034334,1.473783411
PVT-2,Gjc1,0.084,0.033,2.545454545,6.98E-07,1.433674861
PVT-3,Rep15,0.14,0.055,2.545454545,0.000424279,1.580296582
PVT-4,Kcnj5,0.545,0.214,2.546728972,3.66E-44,1.638598314
PVT-3,Bmper,0.245,0.096,2.552083333,1.87E-10,1.887766694
PVT-4,Sema3f,0.24,0.094,2.553191489,2.21E-13,1.519027314
PVT-2,Rab37,0.189,0.074,2.554054054,1.20E-21,1.545332207
PVT-2,Xkr6,0.297,0.116,2.560344828,2.00E-41,1.944759245
PVT-2,Vstm4,0.082,0.032,2.5625,1.30E-06,1.408528047
PVT-4,Baiap3,0.559,0.218,2.564220183,1.68E-48,1.785230619
PVT-2,Gm12576,0.121,0.047,2.574468085,1.08E-11,1.427442907
PVT-3,Vwa5b1,0.713,0.276,2.583333333,7.15E-59,2.006261893
PVT-5,Gm47405,0.137,0.053,2.58490566,0.008933129,1.437071464
PVT-3,Sox2ot,0.634,0.244,2.598360656,9.86E-48,2.085521323
PVT-3,Il6ra,0.415,0.159,2.610062893,1.39E-23,1.693589047
PVT-4,Stk26,0.201,0.077,2.61038961,8.45E-11,1.540123723
PVT-4,Gm43948,0.264,0.101,2.613861386,1.38E-16,1.755342111
PVT-3,Apobec4,0.242,0.092,2.630434783,3.43E-10,1.438076758
PVT-3,Hrk,0.245,0.093,2.634408602,3.15E-11,1.656647469
PVT-2,Gm41804,0.124,0.047,2.638297872,5.11E-13,1.631719927
PVT-4,C79798,0.124,0.047,2.638297872,1.47E-05,1.335582202
PVT-3,Arap1,0.132,0.05,2.64,0.000306958,1.615306673
PVT-4,Esm1,0.074,0.028,2.642857143,0.039018368,1.560270296
PVT-5,Sox2ot,0.656,0.248,2.64516129,1.68E-39,1.73340136
PVT-2,Ntn1,0.045,0.017,2.647058824,0.038524616,1.394300623
PVT-3,Poln,0.162,0.061,2.655737705,7.03E-06,1.483701115
PVT-1,Kcng2,0.117,0.044,2.659090909,2.61E-11,1.396390917
PVT-1,Gm26713,0.088,0.033,2.666666667,5.59E-08,1.406002399
PVT-1,Akr1b8,0.048,0.018,2.666666667,0.007662574,1.446253904
PVT-2,Bcl2l11,0.048,0.018,2.666666667,0.005739436,1.518710965
PVT-3,Impg2,0.291,0.109,2.669724771,7.47E-14,1.503614247
PVT-2,Gypa,0.099,0.037,2.675675676,2.18E-09,1.500670409
PVT-3,Hopx,0.166,0.062,2.677419355,1.87E-06,1.534656944
PVT-3,Gm26771,0.185,0.069,2.68115942,1.75E-07,1.542990687
PVT-3,Gm28729,0.094,0.035,2.685714286,0.041881843,1.521487885
PVT-3,Gm16549,0.121,0.045,2.688888889,0.000792351,1.589976429
PVT-3,Scube1,0.14,0.052,2.692307692,6.17E-05,1.596526476
PVT-2,Rbm20,0.146,0.054,2.703703704,6.22E-17,1.860685002
PVT-3,Gm973,0.192,0.071,2.704225352,3.44E-08,1.557829732
PVT-3,Gm13481,0.257,0.095,2.705263158,2.60E-12,1.694122174
PVT-4,Tmem255a,0.749,0.276,2.713768116,1.48E-82,1.830172134
PVT-1,Plcg2,0.209,0.077,2.714285714,3.19E-26,1.692492038
PVT-1,Egflam,0.288,0.106,2.716981132,1.63E-37,1.431719991
PVT-1,Trim16,0.049,0.018,2.722222222,0.003743189,1.549688911
PVT-3,Lrriq1,0.196,0.072,2.722222222,2.59E-08,1.550448065
PVT-3,Adra1a,0.147,0.054,2.722222222,1.20E-05,1.858550514
PVT-3,Slc2a12,0.128,0.047,2.723404255,0.000209396,1.503695546
PVT-5,Baiap2l1,0.156,0.057,2.736842105,0.000152719,1.633124293
PVT-2,Gpr149,0.137,0.05,2.74,2.40E-15,1.773671249
PVT-4,Rasa4,0.264,0.096,2.75,1.38E-17,1.51990793
PVT-3,Stk33,0.306,0.111,2.756756757,3.40E-17,1.769122198
PVT-3,Gm47471,0.174,0.063,2.761904762,3.81E-07,1.410209573
PVT-3,Tcerg1l,0.389,0.14,2.778571429,2.41E-22,1.471887426
PVT-2,Gal,0.064,0.023,2.782608696,8.67E-06,1.697710791
PVT-3,Pdzrn3,0.343,0.123,2.788617886,3.26E-19,1.51866536
PVT-3,Gad2,0.162,0.058,2.793103448,3.68E-07,2.029559492
PVT-3,Vwa5a,0.14,0.05,2.8,1.82E-05,1.837219714
PVT-3,Rxrg,0.177,0.063,2.80952381,3.46E-08,1.603536132
PVT-3,Glp2r,0.2,0.071,2.816901408,1.97E-09,1.464002391
PVT-3,Tcirg1,0.155,0.055,2.818181818,1.48E-06,1.787231578
PVT-3,Gm12064,0.158,0.056,2.821428571,6.40E-07,1.570917595
PVT-3,Tmem123,0.192,0.068,2.823529412,3.30E-09,1.645059494
PVT-3,Fosl2,0.113,0.04,2.825,0.000767423,1.756811631
PVT-4,Oxtr,0.099,0.035,2.828571429,0.000112662,1.512842116
PVT-3,Gck,0.657,0.232,2.831896552,1.04E-55,1.926023401
PVT-5,Rnd3,0.255,0.09,2.833333333,1.19E-10,1.566060023
PVT-3,Ak8,0.302,0.106,2.849056604,8.31E-18,1.794430612
PVT-3,Gm9947,0.208,0.073,2.849315068,4.57E-10,1.499501072
PVT-2,Rgl3,0.057,0.02,2.85,7.91E-05,1.492424273
PVT-4,Rerg,0.24,0.084,2.857142857,1.09E-15,1.132765319
PVT-2,Map3k8,0.043,0.015,2.866666667,0.004481247,1.601940638
PVT-2,Elmod1,0.453,0.158,2.867088608,1.55E-89,2.116937281
PVT-3,Prr5,0.132,0.046,2.869565217,3.85E-05,1.538252768
